id;cs.AI;cs.AR;cs.CC;cs.CG;cs.CL;cs.CR;cs.CV;cs.DB;cs.DC;cs.DL;cs.DM;cs.FL;cs.GR;cs.GT;cs.HC;cs.IR;cs.IT;cs.LG;cs.LO;cs.MA;cs.MM;cs.MS;cs.NA;cs.NI;cs.OS;cs.PL;cs.RO;cs.SC;cs.SD;cs.SE;cs.SY
cs.MM;0.72823435;0.8254545;0.6968231;0.68588823;0.70671356;0.7264409;0.6891551;0.77651244;0.68031204;0.79848254;0.79140836;0.6600385;0.8080902;0.7471097;0.70354307;0.63474786;0.77692354;0.83450055;0.7308415;0.841184;1.0;0.7616174;0.6968558;0.8095467;0.7724737;0.72573256;0.79138494;0.720683;0.772906;0.82323146;0.7667774
cs.MS;0.6567819;0.8231191;0.59009355;0.5976163;0.6255812;0.65862906;0.60691684;0.8178767;0.5519197;0.75689983;0.7546492;0.62383634;0.87265646;0.6861433;0.5411581;0.52172536;0.8157653;0.84422684;0.7313652;0.7073201;0.7616174;1.0000002;0.690525;0.7045771;0.8156024;0.8537566;0.758548;0.6526164;0.79444695;0.8050606;0.81395435
cs.NA;0.7628869;0.75175655;0.7946339;0.7870815;0.8004243;0.7799802;0.7887702;0.64579916;0.7296502;0.66701263;0.7820023;0.80594265;0.6347112;0.7842114;0.7009959;0.6155076;0.7391559;0.7194469;0.76167655;0.7572123;0.6968558;0.690525;1.0000005;0.78309333;0.6752695;0.65406144;0.68245125;0.82874763;0.5729517;0.73954785;0.7158539
cs.NI;0.7825277;0.83984774;0.7832133;0.7539437;0.80732226;0.85756993;0.80150425;0.70607567;0.8043845;0.7651598;0.7914039;0.8041088;0.70666397;0.84635556;0.7742751;0.64579856;0.81492007;0.8080165;0.8384744;0.8420027;0.8095467;0.7045771;0.78309333;1.0000004;0.75618374;0.71506554;0.7386898;0.7754841;0.6308817;0.7970432;0.82722706
cs.OS;0.6875267;0.8395681;0.62777656;0.6057066;0.6506067;0.7052835;0.65864015;0.78197956;0.6007342;0.7507024;0.7123263;0.6081358;0.8164943;0.70549196;0.61764014;0.55779755;0.77498364;0.8077073;0.709359;0.79404974;0.7724737;0.8156024;0.6752695;0.75618374;0.9999998;0.78872;0.77044773;0.64076436;0.75775075;0.8531364;0.8600817
cs.PL;0.6149179;0.76071674;0.558522;0.5434226;0.6360961;0.6503221;0.5993942;0.83320594;0.5493319;0.76147044;0.71916175;0.6454449;0.85888875;0.6863528;0.54288965;0.5146325;0.86132085;0.86178327;0.7369466;0.6651953;0.72573256;0.8537566;0.65406144;0.71506554;0.78872;1.0000004;0.79064775;0.59077823;0.7499186;0.79993427;0.82935935
cs.RO;0.68830466;0.7457559;0.595726;0.5908315;0.6207232;0.67396516;0.6356501;0.7657777;0.5622306;0.75892454;0.69837606;0.6131252;0.8373258;0.7353779;0.6131917;0.5557646;0.7830831;0.8501538;0.7262423;0.69387305;0.79138494;0.758548;0.68245125;0.7386898;0.77044773;0.79064775;0.9999999;0.6248473;0.7320752;0.829375;0.7967132
cs.SC;0.759441;0.73592114;0.9157016;0.9167958;0.9132719;0.781981;0.80349815;0.6125292;0.8213282;0.64669466;0.794935;0.8083722;0.6113313;0.77877504;0.7202486;0.61150134;0.6898079;0.68340015;0.76212895;0.79246944;0.720683;0.6526164;0.82874763;0.7754841;0.64076436;0.59077823;0.6248473;1.0000001;0.549917;0.7008938;0.68465
cs.SD;0.59464645;0.7204733;0.4861182;0.47830898;0.53610337;0.58485436;0.5743376;0.7656213;0.49364704;0.7240534;0.65688205;0.5065774;0.86977816;0.56927437;0.50400656;0.47018605;0.7156187;0.75787914;0.5980965;0.65041685;0.772906;0.79444695;0.5729517;0.6308817;0.75775075;0.7499186;0.7320752;0.549917;1.0000001;0.7095285;0.74989
cs.SE;0.7266718;0.8576546;0.6881026;0.68545616;0.7040794;0.74881244;0.68593764;0.75898254;0.6327495;0.78516847;0.7468919;0.66213274;0.79454815;0.7801101;0.630608;0.6235831;0.80470806;0.8571027;0.7833399;0.7768638;0.82323146;0.8050606;0.73954785;0.7970432;0.8531364;0.79993427;0.829375;0.7008938;0.7095285;1.0000002;0.8143754
cs.SY;0.7108603;0.79510415;0.6556446;0.64053506;0.72214425;0.77613187;0.73801744;0.78652704;0.6728736;0.77183163;0.75274134;0.6742914;0.835304;0.7581651;0.6700363;0.5571823;0.8392341;0.8474537;0.7775476;0.79052186;0.7667774;0.81395435;0.7158539;0.82722706;0.8600817;0.82935935;0.7967132;0.68465;0.74989;0.8143754;1.0000001
