id;cs.AI;cs.AR;cs.CC;cs.CG;cs.CL;cs.CR;cs.CV;cs.DB;cs.DC;cs.DL;cs.DM;cs.FL;cs.GR;cs.GT;cs.HC;cs.IR;cs.IT;cs.LG;cs.LO;cs.MA;cs.MM;cs.MS;cs.NA;cs.NI;cs.OS;cs.PL;cs.RO;cs.SC;cs.SD;cs.SE;cs.SY
cs.DM;0.99436355;0.83028126;0.98509634;0.72558916;0.9916115;0.9841678;0.99394524;0.99275154;0.9775515;0.99357414;1.0000005;0.9955798;0.9955639;0.9942821;0.9941058;0.96197724;0.86541855;0.99066365;0.9967127;0.9940819;0.9911202;0.8166946;0.9970671;0.9723432;0.98943865;0.99399674;0.99474055;0.9934621;0.9182737;0.72631353;0.9805768
cs.FL;0.9893421;0.81591856;0.97936463;0.71072465;0.9912506;0.9789825;0.9971039;0.99594826;0.9853898;0.99616486;0.9955798;0.99999994;0.996961;0.9951205;0.99734706;0.95233345;0.8510854;0.9956454;0.9932504;0.9952513;0.9942267;0.80250376;0.9955803;0.98199075;0.9943042;0.99672675;0.9934327;0.99709666;0.90631074;0.7098429;0.9867959
cs.GR;0.99269265;0.82913816;0.982594;0.7303804;0.98990965;0.9837805;0.9977089;0.9941261;0.97875565;0.99369377;0.9955639;0.996961;0.99999994;0.9977957;0.9987227;0.9609174;0.86380243;0.9927876;0.99420786;0.99739355;0.99052083;0.81844693;0.99662936;0.97466934;0.9891287;0.9937203;0.99406517;0.99635696;0.91697216;0.72702825;0.9798291
cs.GT;0.99373245;0.84123385;0.98647577;0.7495471;0.9865835;0.98369443;0.9946258;0.9879557;0.97045755;0.98848855;0.9942821;0.9951205;0.9977957;0.99999976;0.99497354;0.96632266;0.8759738;0.98697543;0.9952108;0.99350977;0.98375064;0.8300297;0.9945201;0.9669004;0.9841629;0.98889935;0.99474275;0.9921473;0.9251692;0.7450477;0.9723172
cs.HC;0.98806196;0.8165024;0.9770199;0.712209;0.99047846;0.9796312;0.99842715;0.99660325;0.98507714;0.99630195;0.9941058;0.99734706;0.9987227;0.99497354;0.9999998;0.95261854;0.8504927;0.9964145;0.9911057;0.99787533;0.9937946;0.80435514;0.99540704;0.98093516;0.99247974;0.9961834;0.99067986;0.9982587;0.9073241;0.71006435;0.9861242
cs.IR;0.9787891;0.93385845;0.98813695;0.85592675;0.9642619;0.98644626;0.9575933;0.94190526;0.9043884;0.94414926;0.96197724;0.95233345;0.9609174;0.96632266;0.95261854;1.0000001;0.95310175;0.9367217;0.9719274;0.96257687;0.9335959;0.92165387;0.95401645;0.89331377;0.92758405;0.9439572;0.95856273;0.94832796;0.9838548;0.8616651;0.91090447
cs.IT;0.89493465;0.99113876;0.9197218;0.9526;0.8665252;0.90438145;0.8564849;0.83334076;0.7851455;0.83638227;0.86541855;0.8510854;0.86380243;0.8759738;0.8504927;0.95310175;0.99999994;0.82635623;0.88278186;0.8631995;0.822765;0.9868188;0.85572135;0.7731731;0.8153923;0.83619964;0.8667829;0.84333205;0.9831837;0.95277864;0.79183435
cs.LG;0.97872686;0.7927716;0.96681964;0.67809576;0.98947215;0.96979475;0.9961388;0.99872077;0.9948543;0.9983542;0.99066365;0.9956454;0.9927876;0.98697543;0.9964145;0.9367217;0.82635623;0.9999998;0.9847184;0.99450076;0.99782366;0.7764741;0.9908912;0.9911637;0.9964144;0.9971349;0.98423135;0.998302;0.8886546;0.67893606;0.9942024
cs.LO;0.9963695;0.84995824;0.9915125;0.7520174;0.9911003;0.98848015;0.9919216;0.9870774;0.9675463;0.9888746;0.9967127;0.9932504;0.99420786;0.9952108;0.9911057;0.9719274;0.88278186;0.9847184;0.9999998;0.99235183;0.9847443;0.8364439;0.9945942;0.9620496;0.9826498;0.98921853;0.99438345;0.99011225;0.93188834;0.7535777;0.9713375
cs.MA;0.99020934;0.83329207;0.9828972;0.7294277;0.99441177;0.9865898;0.9987806;0.9952754;0.9804878;0.99551415;0.9940819;0.9952513;0.99739355;0.99350977;0.99787533;0.96257687;0.8631995;0.99450076;0.99235183;1.0000001;0.9916076;0.81898606;0.9928549;0.9741652;0.98776007;0.9942399;0.98762;0.9973624;0.91990197;0.72976434;0.9814073
cs.MM;0.97856224;0.7869528;0.9647013;0.66831166;0.98823965;0.96749514;0.9928603;0.9986787;0.99394894;0.99816275;0.9911202;0.9942267;0.99052083;0.98375064;0.9937946;0.9335959;0.822765;0.99782366;0.9847443;0.9916076;1.0;0.7713001;0.99186856;0.99030304;0.99690914;0.9974125;0.98463184;0.99606234;0.8845477;0.67009956;0.9949236
cs.MS;0.8507899;0.98811144;0.87889564;0.9738807;0.82044846;0.8652441;0.8103549;0.7838882;0.7308452;0.7865268;0.8166946;0.80250376;0.81844693;0.8300297;0.80435514;0.92165387;0.9868188;0.7764741;0.8364439;0.81898606;0.7713001;1.0;0.8078567;0.7170769;0.76237726;0.78612804;0.8195633;0.795598;0.96033907;0.9663538;0.7371999
cs.NA;0.99095285;0.81809074;0.97959256;0.71493506;0.98708105;0.97800577;0.99317396;0.9929692;0.97968864;0.99322975;0.9970671;0.9955803;0.99662936;0.9945201;0.99540704;0.95401645;0.85572135;0.9908912;0.9945942;0.9928549;0.99186856;0.8078567;0.9999998;0.9760241;0.99107593;0.99460214;0.9952457;0.9942284;0.9081634;0.7115509;0.98251605
cs.NI;0.9516909;0.7331898;0.93473154;0.6096168;0.9666966;0.93376505;0.97958374;0.98790437;0.9984375;0.98692006;0.9723432;0.98199075;0.97466934;0.9669004;0.98093516;0.89331377;0.7731731;0.9911637;0.9620496;0.9741652;0.99030304;0.7170769;0.9760241;1.0000001;0.992306;0.98556864;0.9673656;0.985731;0.83835495;0.60644937;0.99403816
cs.OS;0.97568065;0.7775771;0.96028715;0.659417;0.98352385;0.9616705;0.9910272;0.99598265;0.993878;0.99616015;0.98943865;0.9943042;0.9891287;0.9841629;0.99247974;0.92758405;0.8153923;0.9964144;0.9826498;0.98776007;0.99690914;0.76237726;0.99107593;0.992306;0.9999998;0.9973532;0.98541534;0.9941088;0.8765083;0.65985644;0.99632466
cs.PL;0.983647;0.8016174;0.9716704;0.6863414;0.9907266;0.9742712;0.9952976;0.99770117;0.98987377;0.9983263;0.99399674;0.99672675;0.9937203;0.98889935;0.9961834;0.9439572;0.83619964;0.9971349;0.98921853;0.9942399;0.9974125;0.78612804;0.99460214;0.98556864;0.9973532;0.9999997;0.98750514;0.9972041;0.89601207;0.6879996;0.99367416
cs.RO;0.9942721;0.82842463;0.98199916;0.732432;0.9838648;0.97982;0.9887836;0.98702776;0.9698099;0.9869399;0.99474055;0.9934327;0.99406517;0.99474275;0.99067986;0.95856273;0.8667829;0.98423135;0.99438345;0.98762;0.98463184;0.8195633;0.9952457;0.9673656;0.98541534;0.98750514;1.0;0.9873488;0.9152919;0.7302012;0.97206974
cs.SC;0.9843122;0.8106146;0.97546315;0.7020285;0.9914162;0.97614336;0.99830663;0.9976964;0.9900024;0.99800354;0.9934621;0.99709666;0.99635696;0.9921473;0.9982587;0.94832796;0.84333205;0.998302;0.99011225;0.9973624;0.99606234;0.795598;0.9942284;0.985731;0.9941088;0.9972041;0.9873488;0.9999995;0.902058;0.7011397;0.9899385
cs.SD;0.94131213;0.97551656;0.9593756;0.9118054;0.9252165;0.953663;0.91359603;0.8942241;0.85112935;0.89711446;0.9182737;0.90631074;0.91697216;0.9251692;0.9073241;0.9838548;0.9831837;0.8886546;0.93188834;0.91990197;0.8845477;0.96033907;0.9081634;0.83835495;0.8765083;0.89601207;0.9152919;0.902058;1.0000006;0.92153025;0.8589158
cs.SE;0.7691543;0.9746063;0.8083553;0.9816652;0.73821855;0.7941116;0.71945196;0.6860871;0.6223685;0.68997264;0.72631353;0.7098429;0.72702825;0.7450477;0.71006435;0.8616651;0.95277864;0.67893606;0.7535777;0.72976434;0.67009956;0.9663538;0.7115509;0.60644937;0.65985644;0.6879996;0.7302012;0.7011397;0.92153025;1.0;0.63110185
cs.SY;0.9617814;0.75623196;0.94613814;0.6283972;0.9780325;0.9492638;0.984321;0.9923377;0.99626213;0.9928745;0.9805768;0.9867959;0.9798291;0.9723172;0.9861242;0.91090447;0.79183435;0.9942024;0.9713375;0.9814073;0.9949236;0.7371999;0.98251605;0.99403816;0.99632466;0.99367416;0.97206974;0.9899385;0.8589158;0.63110185;1.0000001
