id;cs.AI;cs.AR;cs.CC;cs.CG;cs.CL;cs.CR;cs.CV;cs.DB;cs.DC;cs.DL;cs.DM;cs.FL;cs.GR;cs.GT;cs.HC;cs.IR;cs.IT;cs.LG;cs.LO;cs.MA;cs.MM;cs.MS;cs.NA;cs.NI;cs.OS;cs.PL;cs.RO;cs.SC;cs.SD;cs.SE;cs.SY
cs.DM;0.4197224;0.2939585;0.5186851;0.65838987;0.45645124;0.36785576;0.3866489;0.3605827;0.38059068;0.15685527;1.0000002;0.378335;0.31865087;0.40069672;0.14442104;0.13044414;0.19622746;0.34409055;0.29969683;0.13516185;0.105928734;0.73402166;0.37277055;0.16514626;0.17964356;0.21032673;0.22405635;0.4125201;0.15818526;0.19747037;0.15596539
cs.FL;0.24511619;0.29924762;0.3630825;0.45791414;0.5045599;0.1652226;0.42240268;0.1760172;0.18294144;0.056343433;0.378335;1.0;0.21943802;0.37422624;0.34640723;-0.0012364176;0.12778553;0.5037915;0.38284862;0.22066331;0.07499059;0.48155913;0.17546254;0.13956754;0.23092037;0.35116273;0.22105204;0.28189436;0.17047486;0.29063433;0.17733204
cs.GR;0.3790489;0.31541988;0.42954582;0.4598829;0.398805;0.23966706;0.45081824;0.27558103;0.29690403;0.32393444;0.31865087;0.21943802;0.99999994;0.3807456;0.3591796;0.2323915;0.33526862;0.15564737;0.35266095;0.18822536;0.30996305;0.29046032;0.24170056;0.3023178;0.38773134;0.4258656;0.30053297;0.41625762;0.37476066;0.29319927;0.35110655
cs.GT;0.3737132;0.41324168;0.5024312;0.49482626;0.50159967;0.32685727;0.56386447;0.28365463;0.44579434;0.21485092;0.40069672;0.37422624;0.3807456;0.9999997;0.42677408;0.08032438;0.2577045;0.40173665;0.51015276;0.09986203;0.10975564;0.38404137;0.21879044;0.42650738;0.31290403;0.2389683;0.30048046;0.242835;0.17233627;0.47403896;0.2603951
cs.HC;0.3273769;0.2384569;0.38967067;0.31341642;0.37798047;0.18064669;0.44818595;0.13884729;0.3140985;0.1288746;0.14442104;0.34640723;0.3591796;0.42677408;0.9999999;0.17652738;0.16064006;0.3782825;0.3641998;0.15107013;0.2421889;0.20721255;0.12872286;0.39039463;0.28717545;0.2696227;0.20040852;0.17000434;0.20944318;0.34984213;0.19615257
cs.IR;0.26068336;0.21647054;0.22407831;0.22877175;0.14630893;0.24266617;0.25537008;0.21193428;0.22092599;0.2377667;0.13044414;-0.0012364176;0.2323915;0.08032438;0.17652738;1.0;0.56608415;0.20316793;0.23644549;0.16481061;0.29899406;0.078900665;0.15242955;0.1637567;0.25826037;0.19263451;0.1067297;0.25177336;0.2741454;0.0990621;0.2886663
cs.IT;0.37352628;0.26791644;0.24021716;0.27477187;0.2133247;0.24056068;0.3012112;0.3587238;0.30117223;0.25238842;0.19622746;0.12778553;0.33526862;0.2577045;0.16064006;0.56608415;0.99999994;0.21641004;0.21034622;0.28456104;0.38362423;0.23692068;0.24823317;0.31031114;0.30611333;0.2769695;0.11857483;0.3186261;0.21938124;0.16555387;0.44619584
cs.LG;0.35011628;0.2847093;0.319213;0.35471913;0.38696364;0.24117696;0.45359153;0.25871554;0.23283988;0.13968495;0.34409055;0.5037915;0.15564737;0.40173665;0.3782825;0.20316793;0.21641004;0.9999999;0.3758042;0.22581151;0.20633851;0.42529383;0.27601293;0.18833579;0.2532554;0.24357468;0.29222652;0.30029365;0.13246648;0.28735185;0.15800868
cs.LO;0.27576265;0.42551363;0.4094606;0.46035713;0.43717736;0.33792242;0.46104044;0.16329376;0.36295354;0.29730502;0.29969683;0.38284862;0.35266095;0.51015276;0.3641998;0.23644549;0.21034622;0.3758042;0.9999999;0.13819577;0.059511043;0.29014733;0.24013391;0.31579977;0.33644164;0.2943139;0.36713314;0.29104164;0.17942631;0.3444715;0.36786434
cs.MA;0.29809144;0.077413894;0.19325948;0.12894925;0.20526244;0.15920211;0.12980092;0.37306064;0.24966662;0.18923104;0.13516185;0.22066331;0.18822536;0.09986203;0.15107013;0.16481061;0.28456104;0.22581151;0.13819577;1.0000001;0.5540997;0.24602929;0.3268002;0.122294;0.31330162;0.35061282;0.13894816;0.2813764;0.14817142;0.2191892;0.32502002
cs.MM;0.29763955;0.1548545;0.27598783;0.17186683;0.24031611;0.123727806;0.21335974;0.39630187;0.33756608;0.23593524;0.105928734;0.07499059;0.30996305;0.10975564;0.2421889;0.29899406;0.38362423;0.20633851;0.059511043;0.5540997;1.0000001;0.19214046;0.24907771;0.23119764;0.34635034;0.34759057;0.105191655;0.30899394;0.3089916;0.107319616;0.38972464
cs.MS;0.39313835;0.37461776;0.47927985;0.6322871;0.495987;0.29208162;0.46131924;0.32700196;0.2863721;0.08451313;0.73402166;0.48155913;0.29046032;0.38404137;0.20721255;0.078900665;0.23692068;0.42529383;0.29014733;0.24602929;0.19214046;1.0000001;0.45163715;0.19823661;0.17584607;0.29098794;0.18746552;0.5122353;0.11582786;0.3099492;0.23383838
cs.NA;0.2801882;0.23331265;0.29877478;0.3773138;0.39355144;0.30621332;0.25844452;0.43486005;0.25945333;0.02983306;0.37277055;0.17546254;0.24170056;0.21879044;0.12872286;0.15242955;0.24823317;0.27601293;0.24013391;0.3268002;0.24907771;0.45163715;1.0;0.13616315;0.25361776;0.17927046;0.16037214;0.55068815;0.15511686;0.12789825;0.2967434
cs.NI;0.33194023;0.4581866;0.37510633;0.34206578;0.2993223;0.3484057;0.39370054;0.18382743;0.47061324;0.23416291;0.16514626;0.13956754;0.3023178;0.42650738;0.39039463;0.1637567;0.31031114;0.18833579;0.31579977;0.122294;0.23119764;0.19823661;0.13616315;1.0000002;0.45286688;0.15431035;0.24069212;0.16597606;0.18605079;0.33739144;0.3821618
cs.OS;0.34266114;0.29852644;0.32942218;0.3323521;0.32115626;0.31513926;0.3541504;0.23901568;0.40748405;0.22610034;0.17964356;0.23092037;0.38773134;0.31290403;0.28717545;0.25826037;0.30611333;0.2532554;0.33644164;0.31330162;0.34635034;0.17584607;0.25361776;0.45286688;0.9999997;0.33367735;0.45134068;0.36236247;0.3499586;0.30212548;0.67467415
cs.PL;0.29917318;0.1636647;0.2520921;0.29761884;0.53364086;0.18702486;0.4105096;0.2955109;0.273397;0.3591291;0.21032673;0.35116273;0.4258656;0.2389683;0.2696227;0.19263451;0.2769695;0.24357468;0.2943139;0.35061282;0.34759057;0.29098794;0.17927046;0.15431035;0.33367735;0.9999998;0.0957466;0.3627165;0.29603112;0.24425122;0.31816635
cs.RO;0.40607914;0.2603429;0.28890762;0.3870331;0.25925606;0.25249696;0.22997475;0.069666095;0.22110936;0.1134567;0.22405635;0.22105204;0.30053297;0.30048046;0.20040852;0.1067297;0.11857483;0.29222652;0.36713314;0.13894816;0.105191655;0.18746552;0.16037214;0.24069212;0.45134068;0.0957466;1.0;0.265911;0.28748754;0.2913205;0.27281144
cs.SC;0.35873014;0.30380848;0.4016866;0.50871193;0.45802012;0.41418457;0.4533126;0.3568142;0.35654783;0.12331758;0.4125201;0.28189436;0.41625762;0.242835;0.17000434;0.25177336;0.3186261;0.30029365;0.29104164;0.2813764;0.30899394;0.5122353;0.55068815;0.16597606;0.36236247;0.3627165;0.265911;1.0000001;0.27784392;0.1765912;0.39791438
cs.SD;0.2756672;0.2114011;0.29291165;0.26161972;0.30292937;0.24846864;0.26890662;0.17265868;0.19588776;0.20391418;0.15818526;0.17047486;0.37476066;0.17233627;0.20944318;0.2741454;0.21938124;0.13246648;0.17942631;0.14817142;0.3089916;0.11582786;0.15511686;0.18605079;0.3499586;0.29603112;0.28748754;0.27784392;0.9999999;0.24951665;0.31734324
cs.SE;0.32726502;0.3123494;0.31844142;0.32695362;0.2663163;0.08362506;0.31286258;0.15623327;0.22211607;0.09826049;0.19747037;0.29063433;0.29319927;0.47403896;0.34984213;0.0990621;0.16555387;0.28735185;0.3444715;0.2191892;0.107319616;0.3099492;0.12789825;0.33739144;0.30212548;0.24425122;0.2913205;0.1765912;0.24951665;1.0000001;0.19881627
cs.SY;0.28491405;0.3555977;0.27906626;0.2962394;0.26679936;0.33064103;0.35361797;0.22660348;0.4221956;0.19435962;0.15596539;0.17733204;0.35110655;0.2603951;0.19615257;0.2886663;0.44619584;0.15800868;0.36786434;0.32502002;0.38972464;0.23383838;0.2967434;0.3821618;0.67467415;0.31816635;0.27281144;0.39791438;0.31734324;0.19881627;1.0
