id;cs.AI;cs.AR;cs.CC;cs.CG;cs.CL;cs.CR;cs.CV;cs.DB;cs.DC;cs.DL;cs.DM;cs.FL;cs.GR;cs.GT;cs.HC;cs.IR;cs.IT;cs.LG;cs.LO;cs.MA;cs.MM;cs.MS;cs.NA;cs.NI;cs.OS;cs.PL;cs.RO;cs.SC;cs.SD;cs.SE;cs.SY
cs.DM;0.91801107;0.8527941;0.9156048;0.9395086;0.8410753;0.8566301;0.8998815;0.87942374;0.87037957;0.8578352;0.99999976;0.9123634;0.90769553;0.91908026;0.8922368;0.8526787;0.9096087;0.8814778;0.9168634;0.8960642;0.87546015;0.8492125;0.9356998;0.880073;0.8745253;0.91461086;0.8965308;0.9254349;0.82223105;0.80721736;0.85096955
cs.FL;0.88982564;0.87211883;0.91795015;0.9087708;0.8724365;0.83662355;0.9034687;0.8870179;0.8928076;0.83456755;0.9123634;0.9999998;0.8792686;0.8955034;0.88015056;0.8593788;0.89433473;0.8733909;0.89779556;0.88380545;0.8439996;0.82543445;0.9054989;0.890163;0.85369;0.9299421;0.86205703;0.9230703;0.79751134;0.81271124;0.8547293
cs.GR;0.91350687;0.86830175;0.88726044;0.9397926;0.865875;0.8851423;0.93226343;0.8976817;0.86479264;0.8757154;0.90769553;0.8792686;1.0000001;0.910552;0.9128554;0.87576795;0.92262644;0.9044407;0.88562894;0.88909537;0.9076437;0.8260485;0.9246694;0.90554607;0.89398545;0.9038966;0.90240383;0.9052026;0.8354009;0.8210074;0.864836
cs.GT;0.90456724;0.82372326;0.89978975;0.9189118;0.8417333;0.8399935;0.8872237;0.85980797;0.8573242;0.8056268;0.91908026;0.8955034;0.910552;1.0000001;0.901435;0.8213982;0.92382866;0.8829886;0.9012875;0.8829024;0.8409469;0.8164594;0.9222498;0.860749;0.8720034;0.89818645;0.8891897;0.89627486;0.8066597;0.80103624;0.83817804
cs.HC;0.90949154;0.8612069;0.8967223;0.9095878;0.87341833;0.8875441;0.9148675;0.8849182;0.88526344;0.86053765;0.8922368;0.88015056;0.9128554;0.901435;1.0;0.8747678;0.890856;0.8934053;0.89465284;0.9033377;0.8878976;0.8120128;0.90134317;0.8830693;0.86761606;0.90239596;0.90793;0.8921902;0.8616659;0.82316333;0.8587368
cs.IR;0.8775137;0.88142186;0.8520215;0.85643435;0.8511469;0.8825704;0.89684135;0.9209472;0.8850122;0.9255399;0.8526787;0.8593788;0.87576795;0.8213982;0.8747678;1.0000001;0.8447513;0.8978067;0.84270424;0.90295726;0.90184;0.8082845;0.86373234;0.9057949;0.8652935;0.888008;0.8641876;0.8774875;0.82379127;0.83664626;0.8762807
cs.IT;0.91636616;0.8375537;0.9100366;0.9313743;0.87707174;0.86961347;0.9180872;0.85173815;0.8605082;0.8324367;0.9096087;0.89433473;0.92262644;0.92382866;0.890856;0.8447513;0.9999997;0.88702536;0.8965663;0.875581;0.843724;0.7905544;0.9173566;0.87980527;0.8613093;0.8888075;0.9065435;0.8966348;0.8028786;0.7972465;0.8320349
cs.LG;0.9086439;0.8900246;0.88595134;0.8981624;0.88455325;0.88009375;0.9196329;0.90728754;0.8760004;0.87341124;0.8814778;0.8733909;0.9044407;0.8829886;0.8934053;0.8978067;0.88702536;1.0000002;0.86686766;0.9239193;0.8761728;0.8300105;0.90309143;0.87136406;0.87207556;0.88963354;0.8842424;0.8970241;0.85247284;0.88433856;0.8848169
cs.LO;0.9127831;0.8398789;0.8996719;0.8991368;0.8309865;0.8446845;0.88827085;0.85742205;0.8413589;0.8214569;0.9168634;0.89779556;0.88562894;0.9012875;0.89465284;0.84270424;0.8965663;0.86686766;1.0000005;0.88094455;0.85838497;0.8439499;0.9094142;0.85578364;0.84786713;0.8990307;0.8617294;0.89457244;0.84802216;0.81632066;0.8212784
cs.MA;0.9283969;0.89898705;0.8918582;0.90224296;0.8735688;0.8810417;0.9214753;0.919907;0.910025;0.8906012;0.8960642;0.88380545;0.88909537;0.8829024;0.9033377;0.90295726;0.875581;0.9239193;0.88094455;1.0000006;0.89142674;0.8402189;0.9067985;0.89289445;0.8769628;0.9162523;0.89170146;0.9019313;0.85784024;0.85999566;0.9031214
cs.MM;0.8764852;0.84210265;0.84001744;0.86243683;0.8190087;0.8860793;0.8862858;0.8870638;0.84982926;0.9159924;0.87546015;0.8439996;0.9076437;0.8409469;0.8878976;0.90184;0.843724;0.8761728;0.85838497;0.89142674;1.0000002;0.807812;0.8766991;0.89251393;0.8710079;0.8878405;0.8564254;0.8762082;0.8477748;0.79378515;0.8617839
cs.MS;0.8289844;0.7986046;0.8343189;0.8410472;0.740854;0.7690214;0.81624746;0.8284312;0.81260866;0.7985719;0.8492125;0.82543445;0.8260485;0.8164594;0.8120128;0.8082845;0.7905544;0.8300105;0.8439499;0.8402189;0.807812;1.0;0.8531268;0.8141301;0.85001594;0.8641731;0.8132694;0.86088765;0.76581764;0.76286906;0.8175151
cs.NA;0.91444874;0.8619638;0.9109602;0.93353695;0.8647762;0.87626815;0.9195592;0.88966274;0.87627465;0.849586;0.9356998;0.9054989;0.9246694;0.9222498;0.90134317;0.86373234;0.9173566;0.90309143;0.9094142;0.9067985;0.8766991;0.8531268;0.9999998;0.8880316;0.888113;0.92200565;0.9075218;0.9397539;0.8414473;0.83867645;0.8657145
cs.NI;0.89251214;0.88441133;0.88101715;0.8795128;0.8415209;0.9051218;0.894516;0.9190312;0.9076724;0.9127658;0.880073;0.890163;0.90554607;0.860749;0.8830693;0.9057949;0.87980527;0.87136406;0.85578364;0.89289445;0.89251393;0.8141301;0.8880316;1.0000007;0.9026673;0.9033625;0.8766784;0.9050356;0.8060723;0.8008896;0.88779616
cs.OS;0.89318496;0.8577048;0.8890458;0.87822413;0.82056177;0.8822564;0.87169313;0.89565873;0.8820742;0.85802853;0.8745253;0.85369;0.89398545;0.8720034;0.86761606;0.8652935;0.8613093;0.87207556;0.84786713;0.8769628;0.8710079;0.85001594;0.888113;0.9026673;0.9999999;0.9127828;0.86640936;0.89147145;0.8040618;0.79917276;0.87984526
cs.PL;0.92294216;0.9012707;0.9103379;0.9054091;0.8552909;0.86157423;0.90193653;0.9132857;0.911724;0.86430585;0.91461086;0.9299421;0.9038966;0.89818645;0.90239596;0.888008;0.8888075;0.88963354;0.8990307;0.9162523;0.8878405;0.8641731;0.92200565;0.9033625;0.9127828;1.0000005;0.89387095;0.9241923;0.8176897;0.8374128;0.89710784
cs.RO;0.9327409;0.8394975;0.8819335;0.9123041;0.8608638;0.86710495;0.91170263;0.8509935;0.8721424;0.8472884;0.8965308;0.86205703;0.90240383;0.8891897;0.90793;0.8641876;0.9065435;0.8842424;0.8617294;0.89170146;0.8564254;0.8132694;0.9075218;0.8766784;0.86640936;0.89387095;1.0000004;0.887842;0.81837964;0.7912911;0.84359556
cs.SC;0.9010853;0.8690352;0.9239564;0.92566645;0.87395257;0.86618215;0.9103675;0.8960615;0.90566385;0.8673582;0.9254349;0.9230703;0.9052026;0.89627486;0.8921902;0.8774875;0.8966348;0.8970241;0.89457244;0.9019313;0.8762082;0.86088765;0.9397539;0.9050356;0.89147145;0.9241923;0.887842;0.9999999;0.8366916;0.83344924;0.8778837
cs.SD;0.83667976;0.8362213;0.8201212;0.82358843;0.8494427;0.8545489;0.8603157;0.8062104;0.82334113;0.81977296;0.82223105;0.79751134;0.8354009;0.8066597;0.8616659;0.82379127;0.8028786;0.85247284;0.84802216;0.85784024;0.8477748;0.76581764;0.8414473;0.8060723;0.8040618;0.8176897;0.81837964;0.8366916;1.0;0.84988064;0.80209255
cs.SE;0.8211349;0.88085103;0.812607;0.8128756;0.8488573;0.8254835;0.8394383;0.83663976;0.84623265;0.7916442;0.80721736;0.81271124;0.8210074;0.80103624;0.82316333;0.83664626;0.7972465;0.88433856;0.81632066;0.85999566;0.79378515;0.76286906;0.83867645;0.8008896;0.79917276;0.8374128;0.7912911;0.83344924;0.84988064;0.9999999;0.8094716
cs.SY;0.86299235;0.8783674;0.8480036;0.85438657;0.8331402;0.85937655;0.88213605;0.8999664;0.88307166;0.8726004;0.85096955;0.8547293;0.864836;0.83817804;0.8587368;0.8762807;0.8320349;0.8848169;0.8212784;0.9031214;0.8617839;0.8175151;0.8657145;0.88779616;0.87984526;0.89710784;0.84359556;0.8778837;0.80209255;0.8094716;1.0000002
